0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014132,0.0092049,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049024,0.049865,0,0,0,0,0.0072305,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.012611,0,0,0,0,0,0,0.011968,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.022597,0,0,0,0,0,0.0062277,0.0088383,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.030494,0.011355,0,0,0,0,0.012939,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023947,0.032046,0.006532,0.0060153,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0188,0.0088417,0,0.0079276,0.0075469,0.058441,0.038624,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.015942,0,0,0.080377,0.04149,0,0,0.023347,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.013919,0.013501,0,0,0.035363,0.033436,0,0.020632,0.0098648,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0073794,0.01799,0,0,0,0,0,0,0.028146,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.014649,0,0,0,0,0.015659,0,0.0069528,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.010839,0,0,0,0.0113,0.023689,0.0064024,0,0.0062374,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.015334,0,0,0,0,0.086141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0062004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
